Processing file: retail.txt, Run: 1
Pattern: [3, 10447] count: 12
Pattern: [10, 66] count: 12
Pattern: [10, 118] count: 12
Pattern: [10, 2119] count: 12
Pattern: [12, 790] count: 12
Pattern: [16, 1456] count: 12
Pattern: [23, 439] count: 12
Pattern: [24, 243] count: 12
Pattern: [31, 593] count: 12
Pattern: [31, 14099] count: 12
Pattern: [32, 42] count: 12
Pattern: [32, 4337] count: 12
Pattern: [33, 176] count: 12
Pattern: [33, 1046] count: 12
Pattern: [33, 1136] count: 12
Pattern: [33, 2880] count: 12
Pattern: [38, 42] count: 12
Pattern: [40, 152] count: 12
Pattern: [40, 180] count: 12
Pattern: [40, 260] count: 12
Pattern: [40, 366] count: 12
Pattern: [40, 536] count: 12
Pattern: [40, 707] count: 12
Pattern: [40, 773] count: 12
Pattern: [40, 810] count: 12
Pattern: [40, 1314] count: 12
Pattern: [40, 1792] count: 12
Pattern: [40, 3506] count: 12
Pattern: [40, 3660] count: 12
Pattern: [40, 3828] count: 12
Pattern: [40, 12982] count: 12
Pattern: [42, 162] count: 12
Pattern: [42, 260] count: 12
Pattern: [42, 480] count: 12
Pattern: [42, 1418] count: 12
Pattern: [42, 1784] count: 12
Pattern: [42, 2200] count: 12
Pattern: [46, 665] count: 12
Pattern: [49, 53] count: 12
Pattern: [49, 346] count: 12
Pattern: [49, 654] count: 12
Pattern: [49, 1240] count: 12
Pattern: [49, 2047] count: 12
Pattern: [49, 2400] count: 12
Pattern: [49, 2438] count: 12
Pattern: [50, 226] count: 12
Pattern: [50, 270] count: 12
Pattern: [50, 825] count: 12
Pattern: [50, 1145] count: 12
Pattern: [57, 106] count: 12
Pattern: [61, 265] count: 12
Pattern: [66, 171] count: 12
Pattern: [66, 366] count: 12
Pattern: [66, 1418] count: 12
Pattern: [66, 2239] count: 12
Pattern: [67, 2634] count: 12
Pattern: [76, 2395] count: 12
Pattern: [77, 534] count: 12
Pattern: [77, 767] count: 12
Pattern: [77, 833] count: 12
Pattern: [79, 238] count: 12
Pattern: [79, 1328] count: 12
Pattern: [79, 1694] count: 12
Pattern: [80, 223] count: 12
Pattern: [81, 818] count: 12
Pattern: [81, 10654] count: 12
Pattern: [90, 230] count: 12
Pattern: [90, 523] count: 12
Pattern: [95, 2816] count: 12
Pattern: [102, 202] count: 12
Pattern: [102, 1328] count: 12
Pattern: [111, 414] count: 12
Pattern: [114, 3292] count: 12
Pattern: [118, 809] count: 12
Pattern: [124, 223] count: 12
Pattern: [130, 7675] count: 12
Pattern: [151, 624] count: 12
Pattern: [151, 957] count: 12
Pattern: [151, 4596] count: 12
Pattern: [157, 957] count: 12
Pattern: [162, 250] count: 12
Pattern: [162, 1147] count: 12
Pattern: [169, 2354] count: 12
Pattern: [171, 1579] count: 12
Pattern: [176, 4345] count: 12
Pattern: [186, 339] count: 12
Pattern: [186, 7206] count: 12
Pattern: [187, 202] count: 12
Pattern: [187, 406] count: 12
Pattern: [187, 465] count: 12
Pattern: [187, 856] count: 12
Pattern: [198, 5772] count: 12
Pattern: [202, 1021] count: 12
Pattern: [202, 1558] count: 12
Pattern: [205, 545] count: 12
Pattern: [214, 1063] count: 12
Pattern: [230, 593] count: 12
Pattern: [233, 6717] count: 12
Pattern: [235, 2469] count: 12
Pattern: [236, 238] count: 12
Pattern: [238, 272] count: 12
Pattern: [238, 682] count: 12
Pattern: [243, 480] count: 12
Pattern: [249, 523] count: 12
Pattern: [249, 724] count: 12
Pattern: [250, 272] count: 12
Pattern: [252, 1005] count: 12
Pattern: [252, 2330] count: 12
Pattern: [252, 2622] count: 12
Pattern: [256, 605] count: 12
Pattern: [256, 832] count: 12
Pattern: [259, 390] count: 12
Pattern: [260, 9556] count: 12
Pattern: [265, 12926] count: 12
Pattern: [270, 339] count: 12
Pattern: [272, 11255] count: 12
Pattern: [275, 1842] count: 12
Pattern: [276, 2237] count: 12
Pattern: [280, 1601] count: 12
Pattern: [302, 476] count: 12
Pattern: [302, 2052] count: 12
Pattern: [311, 705] count: 12
Pattern: [311, 1199] count: 12
Pattern: [311, 15833] count: 12
Pattern: [325, 2244] count: 12
Pattern: [339, 917] count: 12
Pattern: [339, 948] count: 12
Pattern: [375, 416] count: 12
Pattern: [375, 12947] count: 12
Pattern: [375, 3712] count: 12
Pattern: [390, 582] count: 12
Pattern: [399, 489] count: 12
Pattern: [400, 2875] count: 12
Pattern: [402, 2917] count: 12
Pattern: [406, 14099] count: 12
Pattern: [407, 2721] count: 12
Pattern: [409, 2764] count: 12
Pattern: [413, 2168] count: 12
Pattern: [413, 3511] count: 12
Pattern: [414, 480] count: 12
Pattern: [415, 2061] count: 12
Pattern: [416, 550] count: 12
Pattern: [421, 2092] count: 12
Pattern: [425, 2400] count: 12
Pattern: [439, 605] count: 12
Pattern: [442, 14099] count: 12
Pattern: [443, 1436] count: 12
Pattern: [447, 2416] count: 12
Pattern: [448, 6509] count: 12
Pattern: [450, 480] count: 12
Pattern: [450, 1001] count: 12
Pattern: [452, 5619] count: 12
Pattern: [476, 1005] count: 12
Pattern: [476, 1147] count: 12
Pattern: [489, 650] count: 12
Pattern: [490, 2636] count: 12
Pattern: [502, 1589] count: 12
Pattern: [523, 1705] count: 12
Pattern: [535, 3271] count: 12
Pattern: [537, 4720] count: 12
Pattern: [549, 682] count: 12
Pattern: [550, 731] count: 12
Pattern: [555, 5466] count: 12
Pattern: [572, 577] count: 12
Pattern: [572, 3760] count: 12
Pattern: [593, 1160] count: 12
Pattern: [593, 1199] count: 12
Pattern: [597, 4208] count: 12
Pattern: [620, 4827] count: 12
Pattern: [621, 3530] count: 12
Pattern: [650, 12930] count: 12
Pattern: [651, 1988] count: 12
Pattern: [672, 1784] count: 12
Pattern: [688, 1869] count: 12
Pattern: [696, 769] count: 12
Pattern: [732, 2871] count: 12
Pattern: [738, 1296] count: 12
Pattern: [743, 744] count: 12
Pattern: [765, 2167] count: 12
Pattern: [773, 12694] count: 12
Pattern: [773, 1977] count: 12
Pattern: [807, 5153] count: 12
Pattern: [809, 10492] count: 12
Pattern: [822, 2589] count: 12
Pattern: [825, 1314] count: 12
Pattern: [832, 5128] count: 12
Pattern: [843, 2407] count: 12
Pattern: [843, 2750] count: 12
Pattern: [852, 10516] count: 12
Pattern: [856, 1939] count: 12
Pattern: [857, 5213] count: 12
Pattern: [879, 2136] count: 12
Pattern: [879, 8069] count: 12
Pattern: [891, 10445] count: 12
Pattern: [937, 938] count: 12
Pattern: [955, 7589] count: 12
Pattern: [960, 4802] count: 12
Pattern: [964, 4887] count: 12
Pattern: [1001, 3760] count: 12
Pattern: [1003, 1808] count: 12
Pattern: [1004, 1314] count: 12
Pattern: [1005, 2216] count: 12
Pattern: [1024, 1604] count: 12
Pattern: [1054, 5652] count: 12
Pattern: [1056, 5212] count: 12
Pattern: [1074, 2070] count: 12
Pattern: [1086, 1397] count: 12
Pattern: [1097, 10556] count: 12
Pattern: [1104, 1911] count: 12
Pattern: [1108, 4021] count: 12
Pattern: [1122, 2188] count: 12
Pattern: [1133, 3993] count: 12
Pattern: [1145, 1579] count: 12
Pattern: [1153, 7541] count: 12
Pattern: [1199, 1860] count: 12
Pattern: [1215, 4144] count: 12
Pattern: [1219, 4452] count: 12
Pattern: [1276, 12947] count: 12
Pattern: [1291, 2243] count: 12
Pattern: [1295, 1456] count: 12
Pattern: [1334, 2600] count: 12
Pattern: [1346, 2524] count: 12
Pattern: [1355, 1356] count: 12
Pattern: [1356, 2407] count: 12
Pattern: [1361, 1815] count: 12
Pattern: [1361, 1891] count: 12
Pattern: [1386, 7989] count: 12
Pattern: [1425, 8032] count: 12
Pattern: [1435, 2118] count: 12
Pattern: [1445, 1678] count: 12
Pattern: [1460, 16218] count: 12
Pattern: [1490, 3318] count: 12
Pattern: [1519, 1520] count: 12
Pattern: [1565, 10572] count: 12
Pattern: [1565, 4643] count: 12
Pattern: [1595, 1596] count: 12
Pattern: [1605, 3794] count: 12
Pattern: [1615, 3850] count: 12
Pattern: [1671, 2506] count: 12
Pattern: [1694, 9556] count: 12
Pattern: [1699, 2200] count: 12
Pattern: [1782, 4754] count: 12
Pattern: [1784, 4446] count: 12
Pattern: [1784, 8986] count: 12
Pattern: [1791, 3992] count: 12
Pattern: [1805, 3763] count: 12
Pattern: [1843, 2040] count: 12
Pattern: [1873, 3048] count: 12
Pattern: [1898, 5092] count: 12
Pattern: [1916, 2876] count: 12
Pattern: [1923, 6509] count: 12
Pattern: [1965, 3308] count: 12
Pattern: [2034, 2169] count: 12
Pattern: [2049, 2339] count: 12
Pattern: [2066, 2819] count: 12
Pattern: [2116, 2330] count: 12
Pattern: [2136, 3295] count: 12
Pattern: [2192, 3503] count: 12
Pattern: [2200, 4970] count: 12
Pattern: [2234, 3190] count: 12
Pattern: [2242, 4549] count: 12
Pattern: [2330, 5316] count: 12
Pattern: [2344, 2837] count: 12
Pattern: [2426, 10652] count: 12
Pattern: [2506, 3496] count: 12
Pattern: [2515, 3500] count: 12
Pattern: [2593, 3455] count: 12
Pattern: [2693, 4633] count: 12
Pattern: [2707, 3406] count: 12
Pattern: [2743, 3314] count: 12
Pattern: [2772, 2793] count: 12
Pattern: [2814, 2815] count: 12
Pattern: [2853, 2855] count: 12
Pattern: [2880, 3271] count: 12
Pattern: [2978, 6717] count: 12
Pattern: [2991, 13042] count: 12
Pattern: [3022, 4745] count: 12
Pattern: [3128, 3608] count: 12
Pattern: [3209, 3468] count: 12
Pattern: [3222, 3271] count: 12
Pattern: [3257, 3259] count: 12
Pattern: [3315, 3677] count: 12
Pattern: [3395, 5308] count: 12
Pattern: [3424, 3425] count: 12
Pattern: [3473, 10557] count: 12
Pattern: [3511, 14387] count: 12
Pattern: [3539, 3540] count: 12
Pattern: [3581, 4346] count: 12
Pattern: [3760, 16218] count: 12
Pattern: [3773, 4094] count: 12
Pattern: [4010, 5713] count: 12
Pattern: [4058, 4982] count: 12
Pattern: [4253, 7704] count: 12
Pattern: [4281, 12983] count: 12
Pattern: [4317, 5052] count: 12
Pattern: [4525, 10516] count: 12
Pattern: [5126, 14550] count: 12
Pattern: [5149, 5150] count: 12
Pattern: [5673, 5674] count: 12
Pattern: [5721, 7976] count: 12
Pattern: [8743, 9697] count: 12
Pattern: [9502, 9556] count: 12
Pattern: [9618, 10968] count: 12
Pattern: [9844, 11719] count: 12
Pattern: [10421, 10599] count: 12
Pattern: [10449, 10516] count: 12
Pattern: [10481, 10534] count: 12
Pattern: [10502, 10562] count: 12
Pattern: [10671, 10792] count: 12
Pattern: [10810, 11398] count: 12
Pattern: [13042, 15493] count: 12
Pattern: [13123, 13153] count: 12
Pattern: [14100, 16011] count: 12
Pattern: [15346, 15437] count: 12
Pattern: [15660, 16218] count: 12
Pattern: [16011, 16014] count: 12
Pattern: [6, 1601] count: 11
Pattern: [10, 280] count: 11
Pattern: [11, 980] count: 11
Pattern: [12, 343] count: 11
Pattern: [12, 719] count: 11
Pattern: [13, 49] count: 11
Pattern: [19, 767] count: 11
Pattern: [19, 1716] count: 11
Pattern: [19, 2326] count: 11
Pattern: [20, 259] count: 11
Pattern: [20, 813] count: 11
Pattern: [24, 49] count: 11
Pattern: [24, 162] count: 11
Pattern: [24, 480] count: 11
Pattern: [24, 12926] count: 11
Pattern: [32, 33] count: 11
Pattern: [32, 265] count: 11
Pattern: [32, 1044] count: 11
Pattern: [33, 156] count: 11
Pattern: [33, 287] count: 11
Pattern: [33, 465] count: 11
Pattern: [33, 493] count: 11
Pattern: [33, 1784] count: 11
Pattern: [33, 4345] count: 11
Pattern: [37, 243] count: 11
Pattern: [37, 439] count: 11
Pattern: [37, 1147] count: 11
Pattern: [38, 171] count: 11
Pattern: [39, 7538] count: 11
Pattern: [40, 81] count: 11
Pattern: [40, 235] count: 11
Pattern: [40, 298] count: 11
Pattern: [40, 769] count: 11
Pattern: [40, 825] count: 11
Pattern: [40, 847] count: 11
Pattern: [40, 866] count: 11
Pattern: [40, 1001] count: 11
Pattern: [40, 1136] count: 11
Pattern: [40, 1278] count: 11
Pattern: [40, 1309] count: 11
Pattern: [40, 1361] count: 11
Pattern: [40, 1967] count: 11
Pattern: [40, 2384] count: 11
Pattern: [40, 2895] count: 11
Pattern: [40, 14100] count: 11
Pattern: [42, 678] count: 11
Pattern: [42, 2438] count: 11
Pattern: [46, 536] count: 11
Pattern: [46, 831] count: 11
Pattern: [46, 927] count: 11
Pattern: [48, 1345] count: 11
Pattern: [49, 461] count: 11
Pattern: [49, 590] count: 11
Pattern: [49, 728] count: 11
Pattern: [49, 2384] count: 11
Pattern: [49, 2442] count: 11
Pattern: [49, 2916] count: 11
Pattern: [49, 13190] count: 11
Pattern: [53, 707] count: 11
Pattern: [53, 709] count: 11
Pattern: [53, 1082] count: 11
Pattern: [61, 148] count: 11
Pattern: [63, 784] count: 11
Pattern: [65, 716] count: 11
Pattern: [66, 534] count: 11
Pattern: [66, 4887] count: 11
Pattern: [70, 2682] count: 11
Pattern: [72, 1031] count: 11
Pattern: [76, 849] count: 11
Pattern: [77, 1091] count: 11
Pattern: [79, 97] count: 11
Pattern: [79, 271] count: 11
Pattern: [79, 545] count: 11
Pattern: [80, 489] count: 11
Pattern: [90, 594] count: 11
Pattern: [90, 605] count: 11
Pattern: [90, 1482] count: 11
Pattern: [90, 2239] count: 11
Pattern: [92, 2168] count: 11
Pattern: [95, 353] count: 11
Pattern: [97, 4995] count: 11
Pattern: [99, 1004] count: 11
Pattern: [99, 1083] count: 11
Pattern: [102, 162] count: 11
Pattern: [103, 2658] count: 11
Pattern: [104, 226] count: 11
Pattern: [106, 825] count: 11
Pattern: [108, 4780] count: 11
Pattern: [111, 856] count: 11
Pattern: [112, 2317] count: 11
Pattern: [118, 342] count: 11
Pattern: [118, 3463] count: 11
Pattern: [124, 339] count: 11
Pattern: [129, 196] count: 11
Pattern: [129, 10443] count: 11
Pattern: [137, 5075] count: 11
Pattern: [148, 256] count: 11
Pattern: [148, 623] count: 11
Pattern: [148, 1405] count: 11
Pattern: [156, 1063] count: 11
Pattern: [156, 1362] count: 11
Pattern: [157, 8979] count: 11
Pattern: [157, 2114] count: 11
Pattern: [158, 160] count: 11
Pattern: [158, 764] count: 11
Pattern: [162, 1612] count: 11
Pattern: [162, 2627] count: 11
Pattern: [165, 699] count: 11
Pattern: [166, 3056] count: 11
Pattern: [169, 238] count: 11
Pattern: [169, 2066] count: 11
Pattern: [171, 571] count: 11
Pattern: [171, 791] count: 11
Pattern: [176, 390] count: 11
Pattern: [177, 616] count: 11
Pattern: [179, 2992] count: 11
Pattern: [179, 3994] count: 11
Pattern: [180, 593] count: 11
Pattern: [180, 2384] count: 11
Pattern: [186, 261] count: 11
Pattern: [187, 416] count: 11
Pattern: [191, 192] count: 11
Pattern: [196, 672] count: 11
Pattern: [202, 3800] count: 11
Pattern: [209, 1328] count: 11
Pattern: [209, 2877] count: 11
Pattern: [210, 1777] count: 11
Pattern: [216, 3965] count: 11
Pattern: [226, 243] count: 11
Pattern: [226, 534] count: 11
Pattern: [226, 1136] count: 11
Pattern: [230, 442] count: 11
Pattern: [230, 489] count: 11
Pattern: [247, 256] count: 11
Pattern: [256, 408] count: 11
Pattern: [259, 767] count: 11
Pattern: [259, 2384] count: 11
Pattern: [260, 4337] count: 11
Pattern: [261, 366] count: 11
Pattern: [265, 287] count: 11
Pattern: [265, 767] count: 11
Pattern: [268, 1281] count: 11
Pattern: [270, 1436] count: 11
Pattern: [270, 1579] count: 11
Pattern: [271, 1116] count: 11
Pattern: [272, 352] count: 11
Pattern: [272, 1716] count: 11
Pattern: [280, 423] count: 11
Pattern: [286, 571] count: 11
Pattern: [287, 530] count: 11
Pattern: [302, 421] count: 11
Pattern: [302, 773] count: 11
Pattern: [302, 2354] count: 11
Pattern: [311, 1660] count: 11
Pattern: [311, 15579] count: 11
Pattern: [321, 960] count: 11
Pattern: [333, 449] count: 11
Pattern: [338, 760] count: 11
Pattern: [342, 1278] count: 11
Pattern: [347, 914] count: 11
Pattern: [353, 977] count: 11
Pattern: [359, 7005] count: 11
Pattern: [372, 2239] count: 11
Pattern: [375, 879] count: 11
Pattern: [390, 2407] count: 11
Pattern: [399, 773] count: 11
Pattern: [399, 1405] count: 11
Pattern: [405, 11068] count: 11
Pattern: [408, 427] count: 11
Pattern: [414, 439] count: 11
Pattern: [414, 948] count: 11
Pattern: [421, 2209] count: 11
Pattern: [424, 3836] count: 11
Pattern: [426, 1298] count: 11
Pattern: [433, 10612] count: 11
Pattern: [435, 1199] count: 11
Pattern: [445, 1565] count: 11
Pattern: [465, 2844] count: 11
Pattern: [476, 676] count: 11
Pattern: [476, 1328] count: 11
Pattern: [479, 1441] count: 11
Pattern: [489, 12930] count: 11
Pattern: [502, 5237] count: 11
Pattern: [523, 605] count: 11
Pattern: [534, 550] count: 11
Pattern: [545, 650] count: 11
Pattern: [549, 794] count: 11
Pattern: [549, 11265] count: 11
Pattern: [554, 2798] count: 11
Pattern: [568, 1105] count: 11
Pattern: [571, 650] count: 11
Pattern: [582, 3362] count: 11
Pattern: [590, 825] count: 11
Pattern: [590, 1434] count: 11
Pattern: [593, 2441] count: 11
Pattern: [605, 790] count: 11
Pattern: [607, 13462] count: 11
Pattern: [611, 1068] count: 11
Pattern: [613, 856] count: 11
Pattern: [616, 10657] count: 11
Pattern: [623, 793] count: 11
Pattern: [644, 3506] count: 11
Pattern: [650, 2116] count: 11
Pattern: [650, 2200] count: 11
Pattern: [651, 3100] count: 11
Pattern: [653, 2514] count: 11
Pattern: [674, 2709] count: 11
Pattern: [682, 1044] count: 11
Pattern: [683, 685] count: 11
Pattern: [716, 790] count: 11
Pattern: [721, 10426] count: 11
Pattern: [731, 3757] count: 11
Pattern: [741, 1044] count: 11
Pattern: [767, 14099] count: 11
Pattern: [792, 1659] count: 11
Pattern: [794, 1988] count: 11
Pattern: [800, 7285] count: 11
Pattern: [813, 3370] count: 11
Pattern: [818, 1607] count: 11
Pattern: [823, 2931] count: 11
Pattern: [825, 2188] count: 11
Pattern: [832, 4884] count: 11
Pattern: [843, 1355] count: 11
Pattern: [852, 2075] count: 11
Pattern: [857, 2493] count: 11
Pattern: [866, 1361] count: 11
Pattern: [866, 3271] count: 11
Pattern: [879, 2674] count: 11
Pattern: [886, 10516] count: 11
Pattern: [904, 1815] count: 11
Pattern: [914, 4337] count: 11
Pattern: [915, 916] count: 11
Pattern: [917, 1815] count: 11
Pattern: [928, 969] count: 11
Pattern: [928, 1785] count: 11
Pattern: [932, 1372] count: 11
Pattern: [942, 3318] count: 11
Pattern: [948, 1114] count: 11
Pattern: [949, 2169] count: 11
Pattern: [967, 1276] count: 11
Pattern: [977, 2988] count: 11
Pattern: [981, 4596] count: 11
Pattern: [994, 2169] count: 11
Pattern: [1067, 2185] count: 11
Pattern: [1081, 1380] count: 11
Pattern: [1096, 2338] count: 11
Pattern: [1127, 1987] count: 11
Pattern: [1127, 2667] count: 11
Pattern: [1144, 4694] count: 11
Pattern: [1166, 5176] count: 11
Pattern: [1166, 1168] count: 11
Pattern: [1173, 5406] count: 11
Pattern: [1174, 4317] count: 11
Pattern: [1235, 1846] count: 11
Pattern: [1240, 10447] count: 11
Pattern: [1283, 1426] count: 11
Pattern: [1286, 1883] count: 11
Pattern: [1314, 1563] count: 11
Pattern: [1317, 1815] count: 11
Pattern: [1333, 1792] count: 11
Pattern: [1346, 2747] count: 11
Pattern: [1394, 14099] count: 11
Pattern: [1436, 12947] count: 11
Pattern: [1436, 1445] count: 11
Pattern: [1456, 3684] count: 11
Pattern: [1514, 4209] count: 11
Pattern: [1514, 4387] count: 11
Pattern: [1531, 1839] count: 11
Pattern: [1566, 1972] count: 11
Pattern: [1570, 3580] count: 11
Pattern: [1571, 6100] count: 11
Pattern: [1589, 4643] count: 11
Pattern: [1652, 10657] count: 11
Pattern: [1670, 13183] count: 11
Pattern: [1679, 2119] count: 11
Pattern: [1687, 3081] count: 11
Pattern: [1766, 2426] count: 11
Pattern: [1784, 3280] count: 11
Pattern: [1804, 2944] count: 11
Pattern: [1810, 2007] count: 11
Pattern: [1815, 1967] count: 11
Pattern: [1819, 1820] count: 11
Pattern: [1873, 3293] count: 11
Pattern: [1939, 3103] count: 11
Pattern: [1973, 3501] count: 11
Pattern: [1995, 4503] count: 11
Pattern: [1997, 5983] count: 11
Pattern: [2049, 4341] count: 11
Pattern: [2049, 2338] count: 11
Pattern: [2080, 2821] count: 11
Pattern: [2134, 10735] count: 11
Pattern: [2178, 3295] count: 11
Pattern: [2200, 5359] count: 11
Pattern: [2231, 2971] count: 11
Pattern: [2236, 2238] count: 11
Pattern: [2250, 3645] count: 11
Pattern: [2252, 2253] count: 11
Pattern: [2277, 4762] count: 11
Pattern: [2384, 10443] count: 11
Pattern: [2389, 3027] count: 11
Pattern: [2421, 3522] count: 11
Pattern: [2477, 5567] count: 11
Pattern: [2496, 2880] count: 11
Pattern: [2525, 4194] count: 11
Pattern: [2634, 2695] count: 11
Pattern: [2634, 3446] count: 11
Pattern: [2636, 12947] count: 11
Pattern: [2828, 13140] count: 11
Pattern: [2854, 3036] count: 11
Pattern: [2868, 3607] count: 11
Pattern: [2879, 2953] count: 11
Pattern: [2879, 5109] count: 11
Pattern: [2947, 4383] count: 11
Pattern: [2948, 4116] count: 11
Pattern: [2983, 4732] count: 11
Pattern: [3025, 3519] count: 11
Pattern: [3131, 3132] count: 11
Pattern: [3190, 11719] count: 11
Pattern: [3207, 10231] count: 11
Pattern: [3271, 4631] count: 11
Pattern: [3317, 15833] count: 11
Pattern: [3323, 4113] count: 11
Pattern: [3495, 4569] count: 11
Pattern: [3510, 4270] count: 11
Pattern: [3849, 4364] count: 11
Pattern: [3898, 5925] count: 11
Pattern: [3965, 4548] count: 11
Pattern: [4001, 11800] count: 11
Pattern: [4014, 4157] count: 11
Pattern: [4032, 4417] count: 11
Pattern: [4061, 11748] count: 11
Pattern: [4128, 13057] count: 11
Pattern: [4147, 12774] count: 11
Pattern: [4167, 5609] count: 11
Pattern: [4167, 4780] count: 11
Pattern: [4272, 4948] count: 11
Pattern: [4337, 10492] count: 11
Pattern: [4426, 5428] count: 11
Pattern: [4525, 4884] count: 11
Pattern: [4740, 6174] count: 11
Pattern: [4740, 4741] count: 11
Pattern: [4762, 5389] count: 11
Pattern: [4807, 7942] count: 11
Pattern: [4880, 5479] count: 11
Pattern: [5128, 5969] count: 11
Pattern: [5324, 9261] count: 11
Pattern: [5768, 12982] count: 11
Pattern: [6603, 11277] count: 11
Pattern: [6804, 7430] count: 11
Pattern: [7206, 11174] count: 11
Pattern: [7691, 7963] count: 11
Pattern: [8376, 10577] count: 11
Pattern: [8731, 9502] count: 11
Pattern: [8986, 15833] count: 11
Pattern: [8987, 10126] count: 11
Pattern: [9776, 9778] count: 11
Pattern: [9888, 13342] count: 11
Pattern: [10487, 10636] count: 11
Pattern: [10517, 11953] count: 11
Pattern: [10705, 11602] count: 11
Pattern: [10732, 11144] count: 11
Pattern: [10740, 11604] count: 11
Pattern: [10948, 11700] count: 11
Pattern: [11524, 11580] count: 11
Pattern: [12605, 12608] count: 11
Pattern: [12776, 13243] count: 11
Pattern: [12919, 12980] count: 11
Pattern: [12926, 14934] count: 11
Pattern: [12926, 14100] count: 11
Pattern: [12936, 14873] count: 11
Pattern: [12960, 15833] count: 11
Pattern: [12992, 13017] count: 11
Pattern: [13604, 13617] count: 11
Pattern: [14913, 14914] count: 11
Pattern: [15411, 15833] count: 11
Pattern: [15579, 16218] count: 11
Pattern: [3, 46] count: 10
Pattern: [3, 638] count: 10
Pattern: [10, 238] count: 10
Pattern: [10, 476] count: 10
Pattern: [11, 20] count: 10
Pattern: [11, 2724] count: 10
Pattern: [13, 33] count: 10
Pattern: [19, 414] count: 10
Pattern: [24, 42] count: 10
Pattern: [24, 180] count: 10
Pattern: [24, 2776] count: 10
Pattern: [27, 564] count: 10
Pattern: [31, 40] count: 10
Pattern: [31, 427] count: 10
Pattern: [32, 682] count: 10
Pattern: [32, 2065] count: 10
Pattern: [33, 77] count: 10
Pattern: [33, 153] count: 10
Pattern: [33, 385] count: 10
Pattern: [33, 8979] count: 10
Pattern: [33, 790] count: 10
Pattern: [33, 4384] count: 10
Pattern: [33, 13033] count: 10
Pattern: [33, 13190] count: 10
Pattern: [37, 157] count: 10
Pattern: [37, 450] count: 10
Pattern: [37, 791] count: 10
Pattern: [37, 10447] count: 10
Pattern: [38, 4549] count: 10
Pattern: [40, 230] count: 10
Pattern: [40, 273] count: 10
Pattern: [40, 585] count: 10
Pattern: [40, 790] count: 10
Pattern: [40, 1127] count: 10
Pattern: [40, 1344] count: 10
Pattern: [40, 9580] count: 10
Pattern: [40, 2016] count: 10
Pattern: [40, 2226] count: 10
Pattern: [40, 2403] count: 10
Pattern: [40, 2469] count: 10
Pattern: [40, 3552] count: 10
Pattern: [40, 3636] count: 10
Pattern: [40, 4844] count: 10
Pattern: [42, 204] count: 10
Pattern: [42, 280] count: 10
Pattern: [42, 385] count: 10
Pattern: [42, 977] count: 10
Pattern: [42, 1594] count: 10
Pattern: [42, 1988] count: 10
Pattern: [42, 5359] count: 10
Pattern: [46, 256] count: 10
Pattern: [49, 54] count: 10
Pattern: [49, 268] count: 10
Pattern: [49, 433] count: 10
Pattern: [49, 498] count: 10
Pattern: [49, 866] count: 10
Pattern: [49, 888] count: 10
Pattern: [49, 1122] count: 10
Pattern: [49, 1199] count: 10
Pattern: [49, 2185] count: 10
Pattern: [49, 2345] count: 10
Pattern: [49, 3856] count: 10
Pattern: [50, 124] count: 10
Pattern: [50, 256] count: 10
Pattern: [50, 341] count: 10
Pattern: [50, 665] count: 10
Pattern: [50, 879] count: 10
Pattern: [50, 2242] count: 10
Pattern: [54, 202] count: 10
Pattern: [54, 3828] count: 10
Pattern: [56, 372] count: 10
Pattern: [56, 505] count: 10
Pattern: [61, 523] count: 10
Pattern: [62, 2793] count: 10
Pattern: [63, 678] count: 10
Pattern: [63, 825] count: 10
Pattern: [63, 2384] count: 10
Pattern: [66, 767] count: 10
Pattern: [66, 2371] count: 10
Pattern: [76, 492] count: 10
Pattern: [77, 10447] count: 10
Pattern: [78, 177] count: 10
Pattern: [79, 226] count: 10
Pattern: [80, 372] count: 10
Pattern: [80, 767] count: 10
Pattern: [80, 2119] count: 10
Pattern: [81, 216] count: 10
Pattern: [81, 465] count: 10
Pattern: [81, 806] count: 10
Pattern: [81, 1127] count: 10
Pattern: [83, 408] count: 10
Pattern: [84, 14253] count: 10
Pattern: [90, 682] count: 10
Pattern: [92, 1388] count: 10
Pattern: [94, 604] count: 10
Pattern: [95, 605] count: 10
Pattern: [106, 320] count: 10
Pattern: [106, 791] count: 10
Pattern: [108, 813] count: 10
Pattern: [108, 9305] count: 10
Pattern: [108, 2050] count: 10
Pattern: [109, 12678] count: 10
Pattern: [111, 157] count: 10
Pattern: [111, 250] count: 10
Pattern: [111, 571] count: 10
Pattern: [111, 2959] count: 10
Pattern: [117, 1104] count: 10
Pattern: [118, 426] count: 10
Pattern: [124, 335] count: 10
Pattern: [124, 771] count: 10
Pattern: [124, 1015] count: 10
Pattern: [124, 2384] count: 10
Pattern: [128, 2189] count: 10
Pattern: [129, 678] count: 10
Pattern: [148, 1601] count: 10
Pattern: [151, 676] count: 10
Pattern: [151, 1278] count: 10
Pattern: [157, 904] count: 10
Pattern: [167, 684] count: 10
Pattern: [169, 439] count: 10
Pattern: [170, 2536] count: 10
Pattern: [171, 505] count: 10
Pattern: [171, 1815] count: 10
Pattern: [176, 1027] count: 10
Pattern: [179, 2407] count: 10
Pattern: [180, 879] count: 10
Pattern: [186, 187] count: 10
Pattern: [186, 523] count: 10
Pattern: [186, 678] count: 10
Pattern: [187, 1809] count: 10
Pattern: [194, 856] count: 10
